0 	0.000002 	0.000003 	0.000007 	0.000007 
1 	0.000003 	0.000003 	0.000023 	0.000223 
2 	0.000004 	0.000006 	0.000041 	0.000054 
3 	0.000005 	0.000008 	0.000051 	0.000072 
4 	0.000005 	0.000010 	0.000038 	0.000114 
5 	0.000006 	0.000010 	0.000037 	0.000161 
6 	0.000007 	0.000012 	0.000056 	0.000214 
7 	0.000008 	0.000013 	0.000074 	0.000324 
8 	0.000009 	0.000014 	0.000073 	0.000321 
9 	0.000012 	0.000014 	0.000075 	0.000362 
10 	0.000012 	0.000018 	0.000077 	0.000363 
11 	0.000012 	0.000017 	0.000074 	0.000375 
12 	0.000014 	0.000018 	0.000081 	0.000378 
13 	0.000017 	0.000026 	0.000080 	0.000418 
14 	0.000019 	0.000025 	0.000085 	0.000396 
15 	0.000019 	0.000025 	0.000074 	0.000380 
16 	0.000020 	0.000026 	0.000079 	0.000381 
17 	0.000021 	0.000030 	0.000083 	0.000450 
18 	0.000029 	0.000038 	0.000096 	0.000466 
19 	0.000025 	0.000047 	0.000100 	0.000504 
20 	0.000028 	0.000040 	0.000102 	0.000483 
21 	0.000027 	0.000041 	0.000098 	0.000522 
22 	0.000027 	0.000041 	0.000104 	0.000474 
23 	0.000030 	0.000042 	0.000111 	0.000455 
24 	0.000036 	0.000048 	0.000101 	0.000492 
25 	0.000031 	0.000049 	0.000098 	0.000522 
26 	0.000035 	0.000048 	0.000097 	0.000490 
27 	0.000035 	0.000062 	0.000098 	0.000461 
28 	0.000038 	0.000060 	0.000124 	0.000576 
29 	0.000038 	0.000063 	0.000101 	0.000523 
30 	0.000042 	0.000069 	0.000099 	0.000560 
31 	0.000043 	0.000059 	0.000100 	0.000471 
32 	0.000043 	0.000080 	0.000102 	0.000485 
33 	0.000045 	0.000070 	0.000102 	0.000524 
34 	0.000047 	0.000064 	0.000135 	0.000493 
35 	0.000060 	0.000084 	0.000099 	0.000463 
36 	0.000049 	0.000069 	0.000100 	0.000480 
37 	0.000051 	0.000089 	0.000100 	0.000527 
38 	0.000064 	0.000104 	0.000098 	0.000510 
39 	0.000054 	0.000074 	0.000102 	0.000460 
40 	0.000057 	0.000091 	0.000100 	0.000487 
41 	0.000058 	0.000102 	0.000101 	0.000595 
42 	0.000060 	0.000092 	0.000134 	0.000510 
43 	0.000089 	0.000099 	0.000104 	0.000476 
44 	0.000063 	0.000098 	0.000106 	0.000499 
45 	0.000068 	0.000099 	0.000104 	0.000561 
46 	0.000067 	0.000105 	0.000100 	0.000530 
47 	0.000069 	0.000115 	0.000105 	0.000497 
48 	0.000074 	0.000118 	0.000111 	0.000594 
49 	0.000099 	0.000134 	0.000115 	0.000607 
50 	0.000298 	0.000167 	0.000137 	0.000581 
51 	0.000289 	0.000129 	0.000113 	0.000519 
52 	0.000299 	0.000136 	0.000112 	0.000540 
53 	0.000284 	0.000135 	0.000104 	0.000564 
54 	0.000310 	0.000130 	0.000101 	0.000529 
55 	0.000291 	0.000136 	0.000105 	0.000501 
56 	0.000310 	0.000152 	0.000120 	0.000557 
57 	0.000291 	0.000143 	0.000113 	0.000576 
58 	0.000292 	0.000145 	0.000115 	0.000585 
59 	0.000316 	0.000234 	0.000160 	0.000550 
60 	0.000298 	0.000199 	0.000115 	0.000586 
61 	0.000299 	0.000157 	0.000107 	0.000558 
62 	0.000295 	0.000157 	0.000102 	0.000532 
63 	0.000296 	0.000163 	0.000106 	0.000512 
64 	0.000301 	0.000164 	0.000106 	0.000545 
65 	0.000300 	0.000164 	0.000115 	0.000582 
66 	0.000361 	0.000166 	0.000116 	0.000541 
67 	0.000388 	0.000162 	0.000114 	0.000596 
68 	0.000381 	0.000167 	0.000114 	0.000592 
69 	0.000451 	0.000171 	0.000106 	0.000565 
70 	0.000397 	0.000169 	0.000131 	0.000558 
71 	0.000428 	0.000172 	0.000108 	0.000501 
72 	0.000408 	0.000202 	0.000148 	0.000563 
73 	0.000430 	0.000183 	0.000114 	0.000587 
74 	0.000354 	0.000184 	0.000116 	0.000544 
75 	0.000455 	0.000181 	0.000113 	0.000529 
76 	0.000445 	0.000181 	0.000115 	0.000548 
77 	0.000371 	0.000192 	0.000103 	0.000580 
78 	0.000496 	0.000189 	0.000103 	0.000533 
79 	0.000361 	0.000212 	0.000135 	0.000528 
80 	0.000324 	0.000225 	0.000107 	0.000541 
81 	0.000408 	0.000210 	0.000118 	0.000596 
82 	0.000415 	0.000215 	0.000129 	0.000562 
83 	0.000390 	0.000203 	0.000123 	0.000546 
84 	0.000436 	0.000215 	0.000127 	0.000579 
85 	0.000431 	0.000239 	0.000135 	0.000612 
86 	0.000571 	0.000227 	0.000103 	0.000575 
87 	0.000499 	0.000228 	0.000132 	0.000530 
88 	0.000521 	0.000210 	0.000109 	0.000526 
89 	0.000498 	0.000223 	0.000119 	0.000583 
90 	0.000360 	0.000289 	0.000138 	0.000570 
91 	0.000422 	0.000229 	0.000147 	0.000569 
92 	0.000551 	0.000261 	0.000120 	0.000551 
93 	0.000416 	0.000241 	0.000114 	0.000559 
94 	0.000546 	0.000235 	0.000103 	0.000535 
95 	0.000578 	0.000253 	0.000121 	0.000517 
96 	0.000582 	0.000230 	0.000108 	0.000530 
97 	0.000646 	0.000235 	0.000149 	0.000613 
98 	0.000584 	0.000238 	0.000121 	0.000552 
99 	0.000573 	0.000242 	0.000116 	0.000540 
100 	0.000573 	0.000245 	0.000119 	0.000569 
101 	0.000604 	0.000254 	0.000107 	0.000672 
102 	0.000606 	0.000251 	0.000104 	0.000610 
103 	0.000585 	0.000248 	0.000104 	0.000515 
104 	0.000595 	0.000246 	0.000107 	0.000538 
105 	0.000601 	0.000257 	0.000125 	0.000600 
106 	0.000622 	0.000287 	0.000132 	0.000579 
107 	0.000577 	0.000259 	0.000119 	0.000628 
108 	0.000634 	0.000282 	0.000122 	0.000590 
109 	0.000585 	0.000268 	0.000110 	0.000585 
110 	0.000611 	0.000267 	0.000111 	0.000561 
111 	0.000622 	0.000284 	0.000116 	0.000559 
112 	0.000673 	0.000293 	0.000118 	0.000571 
113 	0.000630 	0.000303 	0.000119 	0.000596 
114 	0.000626 	0.000273 	0.000121 	0.000553 
115 	0.000621 	0.000270 	0.000116 	0.000548 
116 	0.000663 	0.000299 	0.000127 	0.000573 
117 	0.000676 	0.000289 	0.000114 	0.000568 
118 	0.000668 	0.000281 	0.000103 	0.000544 
119 	0.000665 	0.000280 	0.000105 	0.000515 
120 	0.000715 	0.000303 	0.000107 	0.000538 
121 	0.000728 	0.000291 	0.000123 	0.000611 
122 	0.000723 	0.000366 	0.000125 	0.000587 
123 	0.000705 	0.000335 	0.000120 	0.000579 
124 	0.000703 	0.000300 	0.000123 	0.000600 
125 	0.000712 	0.000302 	0.000114 	0.000582 
126 	0.000744 	0.000316 	0.000128 	0.000565 
127 	0.000716 	0.000358 	0.000118 	0.000573 
128 	0.000732 	0.000313 	0.000115 	0.000583 
129 	0.000690 	0.000319 	0.000120 	0.000596 
130 	0.000775 	0.000311 	0.000128 	0.000561 
131 	0.000762 	0.000314 	0.000118 	0.000617 
132 	0.000764 	0.000314 	0.000152 	0.000633 
133 	0.000758 	0.000325 	0.000107 	0.000568 
134 	0.000787 	0.000322 	0.000104 	0.000549 
135 	0.000733 	0.000328 	0.000108 	0.000528 
136 	0.000783 	0.000324 	0.000109 	0.000539 
137 	0.000855 	0.000349 	0.000124 	0.000614 
138 	0.000756 	0.000336 	0.000125 	0.000585 
139 	0.000840 	0.000334 	0.000128 	0.000578 
140 	0.000773 	0.000334 	0.000131 	0.000636 
141 	0.000895 	0.000336 	0.000114 	0.000649 
142 	0.000833 	0.000345 	0.000114 	0.000567 
143 	0.000846 	0.000340 	0.000118 	0.000566 
144 	0.000852 	0.000368 	0.000126 	0.000604 
145 	0.000893 	0.000350 	0.000118 	0.000649 
146 	0.000871 	0.000366 	0.000125 	0.000567 
147 	0.000866 	0.000352 	0.000117 	0.000545 
148 	0.000870 	0.000357 	0.000121 	0.000570 
149 	0.000880 	0.000440 	0.000107 	0.000590 
150 	0.000906 	0.000406 	0.000102 	0.000550 
151 	0.000880 	0.000366 	0.000106 	0.000524 
152 	0.000876 	0.000368 	0.000111 	0.000540 
153 	0.000896 	0.000377 	0.000123 	0.000594 
154 	0.000922 	0.000389 	0.000128 	0.000598 
155 	0.000895 	0.000378 	0.000126 	0.000572 
156 	0.000889 	0.000386 	0.000122 	0.000605 
157 	0.000906 	0.000386 	0.000115 	0.000645 
158 	0.000949 	0.000375 	0.000149 	0.000605 
159 	0.000956 	0.000390 	0.000120 	0.000561 
160 	0.000904 	0.000374 	0.000122 	0.000572 
161 	0.000937 	0.000413 	0.000132 	0.000592 
162 	0.000915 	0.000434 	0.000125 	0.000586 
163 	0.000909 	0.000395 	0.000117 	0.000541 
164 	0.000908 	0.000392 	0.000125 	0.000564 
165 	0.000905 	0.000413 	0.000106 	0.000559 
166 	0.001130 	0.000400 	0.000102 	0.000605 
167 	0.001027 	0.000411 	0.000108 	0.000515 
168 	0.001009 	0.000407 	0.000107 	0.000533 
169 	0.000981 	0.000433 	0.000129 	0.000606 
170 	0.001015 	0.000401 	0.000125 	0.000637 
171 	0.000981 	0.000404 	0.000125 	0.000568 
172 	0.000995 	0.000415 	0.000126 	0.000602 
173 	0.001039 	0.000421 	0.000112 	0.000656 
174 	0.001064 	0.000456 	0.000151 	0.000564 
175 	0.000990 	0.000441 	0.000128 	0.000563 
176 	0.000988 	0.000436 	0.000121 	0.000578 
177 	0.001080 	0.000422 	0.000120 	0.000595 
178 	0.001129 	0.000434 	0.000125 	0.000572 
179 	0.001026 	0.000449 	0.000119 	0.000544 
180 	0.001009 	0.000431 	0.000125 	0.000567 
181 	0.001097 	0.000491 	0.000104 	0.000560 
182 	0.001120 	0.000444 	0.000104 	0.000551 
183 	0.001074 	0.000440 	0.000113 	0.000523 
184 	0.001054 	0.000473 	0.000111 	0.000564 
185 	0.001080 	0.000444 	0.000128 	0.000649 
186 	0.001104 	0.000441 	0.000129 	0.000592 
187 	0.001103 	0.000452 	0.000123 	0.000588 
188 	0.001080 	0.000454 	0.000122 	0.000704 
189 	0.001098 	0.000508 	0.000122 	0.000584 
190 	0.001083 	0.000466 	0.000115 	0.000562 
191 	0.001059 	0.000466 	0.000118 	0.000583 
192 	0.001173 	0.000454 	0.000120 	0.000583 
193 	0.001169 	0.000467 	0.000121 	0.000590 
194 	0.001173 	0.000470 	0.000123 	0.000555 
195 	0.001183 	0.000467 	0.000120 	0.000547 
196 	0.001238 	0.000521 	0.000121 	0.000595 
197 	0.001167 	0.000478 	0.000106 	0.000556 
198 	0.001189 	0.000469 	0.000100 	0.000545 
199 	0.001229 	0.000474 	0.000106 	0.000514 
200 	0.001241 	0.000492 	0.000108 	0.000540 
201 	0.001188 	0.000491 	0.000121 	0.000596 
202 	0.001184 	0.000495 	0.000127 	0.000622 
203 	0.001256 	0.000527 	0.000166 	0.000581 
204 	0.001178 	0.000493 	0.000127 	0.000612 
205 	0.001208 	0.000496 	0.000124 	0.000644 
206 	0.001198 	0.000483 	0.000120 	0.000622 
207 	0.001238 	0.000501 	0.000125 	0.000578 
208 	0.001197 	0.000501 	0.000129 	0.000603 
209 	0.001226 	0.000563 	0.000156 	0.000615 
210 	0.001253 	0.000518 	0.000127 	0.000555 
211 	0.001206 	0.000518 	0.000121 	0.000539 
212 	0.001218 	0.000540 	0.000138 	0.000570 
213 	0.001197 	0.000571 	0.000106 	0.000583 
214 	0.001220 	0.000525 	0.000101 	0.000540 
215 	0.001218 	0.000517 	0.000113 	0.000516 
216 	0.001313 	0.000592 	0.000111 	0.000538 
217 	0.001353 	0.000559 	0.000123 	0.000604 
218 	0.001255 	0.000527 	0.000124 	0.000597 
219 	0.001351 	0.000525 	0.000123 	0.000588 
220 	0.001269 	0.000534 	0.000129 	0.000622 
221 	0.001307 	0.000544 	0.000128 	0.000595 
222 	0.001332 	0.000539 	0.000120 	0.000659 
223 	0.001338 	0.000572 	0.000121 	0.000585 
224 	0.001286 	0.000547 	0.000126 	0.000605 
225 	0.001323 	0.000552 	0.000117 	0.000596 
226 	0.001336 	0.000555 	0.000126 	0.000572 
227 	0.001342 	0.000553 	0.000113 	0.000561 
228 	0.001352 	0.000554 	0.000119 	0.000592 
229 	0.001449 	0.000562 	0.000111 	0.000626 
230 	0.001370 	0.000541 	0.000113 	0.000564 
231 	0.001333 	0.000564 	0.000119 	0.000574 
232 	0.001341 	0.000556 	0.000122 	0.000588 
233 	0.001378 	0.000565 	0.000134 	0.000604 
234 	0.001319 	0.000561 	0.000130 	0.000588 
235 	0.001414 	0.000657 	0.000124 	0.000581 
236 	0.001437 	0.000570 	0.000124 	0.000612 
237 	0.001356 	0.000564 	0.000129 	0.000590 
238 	0.001447 	0.000578 	0.000119 	0.000599 
239 	0.001376 	0.000581 	0.000118 	0.000582 
240 	0.001403 	0.000589 	0.000122 	0.000604 
241 	0.001395 	0.000672 	0.000146 	0.000588 
242 	0.001489 	0.000572 	0.000121 	0.000554 
243 	0.001440 	0.000624 	0.000120 	0.000536 
244 	0.001505 	0.000576 	0.000123 	0.000559 
245 	0.001540 	0.000599 	0.000103 	0.000560 
246 	0.001504 	0.000606 	0.000107 	0.000540 
247 	0.001470 	0.000713 	0.000106 	0.000525 
248 	0.001550 	0.000602 	0.000109 	0.000548 
249 	0.001491 	0.000601 	0.000127 	0.000606 
250 	0.001543 	0.000616 	0.000122 	0.000623 
251 	0.001500 	0.000620 	0.000126 	0.000593 
