0 	0.003099 	0.002861 	0.003099 
1 	0.001907 	0.007153 	0.017881 
2 	0.003099 	0.005960 	0.204086 
3 	0.004768 	0.006199 	0.027895 
4 	0.005007 	0.006914 	0.024080 
5 	0.005007 	0.011921 	0.030041 
6 	0.006199 	0.012875 	0.029087 
7 	0.007868 	0.010967 	0.029087 
8 	0.008106 	0.013828 	0.027895 
9 	0.010014 	0.011921 	0.029087 
10 	0.010014 	0.011921 	0.030041 
11 	0.010967 	0.011921 	0.030041 
12 	0.012159 	0.012875 	0.028133 
13 	0.013828 	0.012159 	0.028849 
14 	0.014067 	0.012159 	0.028849 
15 	0.015020 	0.013113 	0.028849 
16 	0.018120 	0.012875 	0.030041 
17 	0.015974 	0.013113 	0.030041 
18 	0.021935 	0.014067 	0.029087 
19 	0.018835 	0.013113 	0.030041 
20 	0.018835 	0.014067 	0.029087 
21 	0.021935 	0.011921 	0.030994 
22 	0.020981 	0.014067 	0.029087 
23 	0.023842 	0.011206 	0.028849 
24 	0.024080 	0.014067 	0.028849 
25 	0.025988 	0.012159 	0.029802 
26 	0.025988 	0.013113 	0.031948 
27 	0.026941 	0.013113 	0.027895 
28 	0.029087 	0.013113 	0.029802 
29 	0.030041 	0.012159 	0.028849 
30 	0.030994 	0.013113 	0.029087 
31 	0.032902 	0.011921 	0.031233 
32 	0.033855 	0.013113 	0.030994 
33 	0.036001 	0.010967 	0.030994 
34 	0.046968 	0.012875 	0.028133 
35 	0.047922 	0.013113 	0.026941 
36 	0.049114 	0.010967 	0.029087 
37 	0.049829 	0.012159 	0.028849 
38 	0.051022 	0.013113 	0.027895 
39 	0.053167 	0.011921 	0.029087 
40 	0.053883 	0.012159 	0.029802 
41 	0.060081 	0.011921 	0.034094 
42 	0.067949 	0.012159 	0.028849 
43 	0.059843 	0.011206 	0.028849 
44 	0.061035 	0.011921 	0.028849 
45 	0.061989 	0.012159 	0.030994 
46 	0.064850 	0.012159 	0.029802 
47 	0.060081 	0.010967 	0.029087 
48 	0.061035 	0.011921 	0.029087 
49 	0.066042 	0.010967 	0.029087 
50 	0.063896 	0.013113 	0.027895 
51 	0.066996 	0.012159 	0.027895 
52 	0.072956 	0.012159 	0.032902 
53 	0.071049 	0.011921 	0.030041 
54 	0.072956 	0.011921 	0.032187 
55 	0.074863 	0.030041 	0.027895 
56 	0.087023 	0.012159 	0.028849 
57 	0.069857 	0.011921 	0.029087 
58 	0.076056 	0.012875 	0.029087 
59 	0.077009 	0.011921 	0.032187 
60 	0.078917 	0.012875 	0.033140 
61 	0.083923 	0.012159 	0.027895 
62 	0.079155 	0.012875 	0.029087 
63 	0.083923 	0.011921 	0.028133 
64 	0.087023 	0.013113 	0.030994 
65 	0.086784 	0.015020 	0.029087 
66 	0.094891 	0.012159 	0.028849 
67 	0.087023 	0.010967 	0.030994 
68 	0.090837 	0.012159 	0.032902 
69 	0.095129 	0.010967 	0.029087 
70 	0.089884 	0.013113 	0.028849 
71 	0.097036 	0.010967 	0.032187 
72 	0.102997 	0.012875 	0.029087 
73 	0.094891 	0.013113 	0.026941 
74 	0.096083 	0.011921 	0.031948 
75 	0.103951 	0.012159 	0.027895 
76 	0.097990 	0.012159 	0.032902 
77 	0.101089 	0.014782 	0.028133 
78 	0.107050 	0.011921 	0.029087 
79 	0.103951 	0.010967 	0.031948 
80 	0.109196 	0.012875 	0.028133 
81 	0.100851 	0.012159 	0.033855 
82 	0.111818 	0.013113 	0.027895 
83 	0.108004 	0.011206 	0.032902 
84 	0.109911 	0.015020 	0.028133 
85 	0.118971 	0.011921 	0.028133 
86 	0.109911 	0.018120 	0.027895 
87 	0.117779 	0.012159 	0.027895 
88 	0.115156 	0.020027 	0.028849 
89 	0.123024 	0.011921 	0.030041 
90 	0.122070 	0.011921 	0.029087 
91 	0.119925 	0.010967 	0.031948 
92 	0.123978 	0.011921 	0.029087 
93 	0.118971 	0.011921 	0.032187 
94 	0.129938 	0.013113 	0.036001 
95 	0.125885 	0.018120 	0.027895 
96 	0.132084 	0.011921 	0.032187 
97 	0.139952 	0.011921 	0.028133 
98 	0.128984 	0.012875 	0.035048 
99 	0.134945 	0.012159 	0.027895 
100 	0.145912 	0.013113 	0.027895 
